subject,subject_alias,experiment,original_experiment,session,original_session,system_version
R1111M,R1111M,PAL2,,0,0,1.0
R1111M,R1111M,PAL2,,1,1,1.0
R1111M,R1111M,PS2,PS,0,3,1.0
R1111M,R1111M,PS2,PS,1,4,1.0
R1111M,R1111M,PS2,PS,2,5,1.0
R1111M,R1111M,PS2,PS,3,8,1.0
R1111M,R1111M,PS2,PS,4,10,1.0
R1111M,R1111M,PS2,PS,5,12,1.0
R1111M,R1111M,catFR1,,0,0,1.0
R1111M,R1111M,catFR1,,1,1,1.0
R1112M,R1112M,FR2,,0,0,1.0
R1112M,R1112M,PAL1,,0,0,1.0
R1112M,R1112M,PAL1,,1,1,1.0
R1112M,R1112M,PAL2,,0,0,1.0
R1112M,R1112M,PS2,PS,0,1,1.0
R1112M,R1112M,PS2,PS,1,6,1.0
R1112M,R1112M,PS2,PS,2,7,1.0
R1112M,R1112M,PS2,PS,3,8,1.0
R1112M,R1112M,PS2,PS,4,9,1.0
R1112M,R1112M,PS2,PS,5,17,1.0
R1112M,R1112M,PS3,PS,0,10,1.0
R1112M,R1112M,PS3,PS,1,11,1.0
R1112M,R1112M,PS3,PS,2,12,1.0
R1112M,R1112M,PS3,PS,3,13,1.0
R1112M,R1112M,PS3,PS,4,15,1.0
R1112M,R1112M,PS3,PS,5,18,1.0
R1112M,R1112M,YC1,,0,0,1.0
R1113T,R1113T,FR1,,0,0,1.0
R1113T,R1113T,FR1,,1,1,1.0
R1113T,R1113T,FR1,,2,2,1.0
R1113T,R1113T,PS2,PS,0,1,1.0
R1113T,R1113T,PS2,PS,1,3,1.0
R1113T,R1113T,PS2,PS,2,4,1.0
R1113T,R1113T,PS2,PS,3,7,1.0
R1113T,R1113T,PS2,PS,4,9,1.0
R1113T,R1113T,PS2,PS,5,11,1.0
R1113T,R1113T,PS2,PS,6,15,1.0
R1113T,R1113T,PS2,PS,7,17,1.0
R1114C,R1114C,FR1,,0,0,1.0
R1114C,R1114C,PS2,PS,0,0,1.0
R1114C,R1114C,PS2,PS,1,1,1.0
R1114C,R1114C,YC1,,0,0,1.0
R1114C,R1114C,catFR1,,0,0,1.0
R1115T,R1115T,FR1,,0,1,1.0
R1115T,R1115T,FR2,,0,0,1.0
R1115T,R1115T,PS2,PS,0,1,1.0
R1115T,R1115T,PS2,PS,1,4,1.0
R1115T,R1115T,PS2,PS,2,6,1.0
R1117J,R1117J,PS2,PS,0,1,1.0
R1118N,R1118N_1,FR1,,0,0,1.0
R1118N,R1118N_1,FR1,,1,1,1.0
R1118N,R1118N,PAL1,,0,0,1.0
R1118N,R1118N,PAL1,,1,1,1.0
R1118N,R1118N,PAL1,,2,2,1.0
R1118N,R1118N_1,PAL1,,3,0,1.0
R1118N,R1118N_1,PAL2,,0,0,1.0
R1118N,R1118N_1,PS2,PS,0,2,1.0
R1119P,R1119P,catFR1,,0,0,2.0
R1120E,R1120E,FR1,,0,0,1.0
R1120E,R1120E,FR1,,1,1,1.0
R1120E,R1120E,PS2,PS,0,0,1.0
R1121M,R1121M,FR1,,0,,1.0
R1121M,R1121M,FR1,,1,,1.0
R1121M,R1121M,FR1,,2,,1.0
R1121M,R1121M,FR1,,3,3,1.0
R1121M,R1121M,FR1,,4,4,1.0
R1121M,R1121M,FR1,,5,5,1.0
R1121M,R1121M,FR1,,6,6,1.0
R1121M,R1121M,FR1,,7,7,1.0
R1121M,R1121M,PAL1,,0,0,1.0
R1121M,R1121M,PAL1,,1,1,1.0
R1121M,R1121M,PAL1,,2,2,1.0
R1121M,R1121M,PAL1,,3,3,1.0
R1121M,R1121M,PAL2,,0,0,1.0
R1121M,R1121M,PS2,PS,0,1,1.0
R1121M,R1121M,PS2,PS,1,3,1.0
R1121M,R1121M,PS2,PS,10,21,1.0
R1121M,R1121M,PS2,PS,2,5,1.0
R1121M,R1121M,PS2,PS,3,13,1.0
R1121M,R1121M,PS2,PS,4,14,1.0
R1121M,R1121M,PS2,PS,5,15,1.0
R1121M,R1121M,PS2,PS,6,16,1.0
R1121M,R1121M,PS2,PS,7,17,1.0
R1121M,R1121M,PS2,PS,8,18,1.0
R1121M,R1121M,PS2,PS,9,20,1.0
R1122E,R1122E,FR1,,0,0,1.0
R1122E,R1122E,FR1,,1,1,1.0
R1122E,R1122E,FR1,,2,2,1.0
R1122E,R1122E,PS2,PS,0,1,1.0
R1122E,R1122E,PS2,PS,1,3,1.0
R1123C,R1123C,FR1,,0,0,1.0
R1123C,R1123C,FR1,,1,1,1.0
R1123C,R1123C,FR1,,2,2,1.0
R1124J,R1124J_1,FR1,,0,0,2.0
R1124J,R1124J_1,FR1,,1,1,2.0
R1124J,R1124J_1,FR1,,2,2,2.0
R1124J,R1124J_1,FR3,,0,0,2.0
R1124J,R1124J_1,FR3,,1,1,2.0
R1124J,R1124J_1,PS2,PS,0,1,1.0
R1124J,R1124J_1,PS2,PS,1,2,1.0
R1124J,R1124J_1,PS2,PS,2,5,1.0
R1124J,R1124J_1,PS2,PS,3,6,1.0
R1124J,R1124J,TH1,,0,0,1.0
R1124J,R1124J,YC1,,0,0,1.0
R1125T,R1125T,FR1,,0,0,1.0
R1125T,R1125T,FR1,,1,1,1.0
R1125T,R1125T,FR1,,2,2,1.0
R1125T,R1125T,PS2,PS,0,2,1.0
R1125T,R1125T,PS2,PS,1,3,1.0
R1125T,R1125T,PS2,PS,2,5,1.0
R1125T,R1125T,PS2,PS,3,6,1.0
R1125T,R1125T,PS2,PS,4,8,1.0
R1125T,R1125T,PS2,PS,5,9,1.0
R1127P,R1127P_1,FR1,,1,0,1.0
R1127P,R1127P_2,catFR1,,0,0,2.0
R1129D,R1129D,FR1,,0,0,1.0
R1129D,R1129D,FR1,,1,2,1.0
R1129D,R1129D,PS2,PS,0,0,1.0
R1129D,R1129D,PS2,PS,1,1,1.0
R1129D,R1129D,PS2,PS,2,2,1.0
R1129D,R1129D,PS2,PS,3,3,1.0
R1129D,R1129D,PS2,PS,4,4,1.0
R1129D,R1129D,PS2,PS,5,5,1.0
R1129D,R1129D,PS2,PS,6,6,1.0
R1130M,R1130M,PAL1,,0,0,1.0
R1130M,R1130M,PAL2,,0,0,1.0
R1130M,R1130M,PS2,PS,0,1,1.0
R1130M,R1130M,PS2,PS,1,3,1.0
R1131M,R1131M,FR1,,0,0,1.0
R1131M,R1131M,PAL1,,0,0,1.0
R1131M,R1131M,PS2,PS,0,1,1.0
R1131M,R1131M,PS2,PS,1,3,1.0
R1131M,R1131M,PS2,PS,2,5,1.0
R1131M,R1131M,PS2,PS,3,7,1.0
R1131M,R1131M,catFR1,,0,0,1.0
R1132C,R1132C,TH1,,0,0,1.0
R1133C,R1133C,TH1,,0,0,1.0
R1134T,R1134T,FR1,,0,0,1.0
R1134T,R1134T,FR1,,1,1,1.0
R1134T,R1134T,FR1,,2,2,1.0
R1134T,R1134T,PS2,PS,0,1,1.0
R1134T,R1134T,PS2,PS,1,3,1.0
R1135E,R1135E,PS2,PS,3,7,1.0
R1136N,R1136N,FR1,,0,0,1.0
R1136N,R1136N,FR1,,1,1,1.0
R1136N,R1136N,PAL1,,0,0,1.0
R1136N,R1136N,PAL1,,1,1,1.0
R1136N,R1136N,PAL2,,0,1,1.0
R1136N,R1136N,PS1,PS,0,0,1.0
R1136N,R1136N,PS2,PS,0,1,1.0
R1136N,R1136N,PS3,PS,0,2,1.0
R1137E,R1137E,FR1,,0,0,1.0
R1137E,R1137E,FR1,,1,1,1.0
R1137E,R1137E,FR1,,2,2,1.0
R1138T,R1138T_1,PS2,PS,0,1,1.0
R1138T,R1138T_1,PS2,PS,1,2,1.0
R1138T,R1138T_1,PS2,PS,2,4,1.0
R1138T,R1138T_1,PS2,PS,3,5,1.0
R1138T,R1138T_1,catFR1,,0,0,1.0
R1138T,R1138T_1,catFR1,,1,1,1.0
R1141T,R1141T,PAL1,,0,0,1.0
R1141T,R1141T,PS3,PS,0,1,1.0
R1141T,R1141T,catFR1,,0,0,1.0
R1141T,R1141T,catFR1,,1,1,1.0
R1141T,R1141T,catFR1,,2,2,1.0
R1142N,R1142N,PAL1,,0,1,1.0
R1142N,R1142N,PS1,PS,0,3,1.0
R1142N,R1142N,PS2,PS,0,1,1.0
R1142N,R1142N,PS3,PS,0,4,1.0
R1144E,R1144E,PS2,PS,0,1,1.0
R1144E,R1144E,PS2,PS,1,3,1.0
R1144E,R1144E,PS2,PS,2,5,1.0
R1144E,R1144E,PS2,PS,3,7,1.0
R1144E,R1144E,PS2,PS,4,9,1.0
R1144E,R1144E,catFR1,,0,0,1.0
R1144E,R1144E,catFR1,,1,1,1.0
R1144E,R1144E,catFR1,,2,2,1.0
R1145J,R1145J_1,PS2,PS,0,0,2.0
R1145J,R1145J_1,PS2,PS,1,1,2.0
R1145J,R1145J_1,PS2,PS,2,2,2.0
R1145J,R1145J,TH1,,0,0,1.0
R1146E,R1146E,FR1,,0,0,2.0
R1146E,R1146E,FR1,,1,1,2.0
R1146E,R1146E,FR1,,2,2,2.0
R1147P,R1147P,TH1,,0,0,2.0
R1149N,R1149N,FR1,,0,0,1.0
R1149N,R1149N,PAL1,,0,0,1.0
R1149N,R1149N,PAL1,,1,1,1.0
R1149N,R1149N,PAL2,,0,0,1.0
R1149N,R1149N,PS1,PS,0,2,1.0
R1149N,R1149N,PS2,PS,0,0,1.0
R1149N,R1149N,PS3,PS,0,1,1.0
R1150J,R1150J,FR1,,0,1,2.0
R1150J,R1150J,FR1,,1,2,2.0
R1150J,R1150J,FR2,,0,0,1.0
R1150J,R1150J,PS2,PS,0,0,2.0
R1150J,R1150J,PS2,PS,1,2,2.0
R1150J,R1150J,PS2,PS,2,3,2.0
R1153T,R1153T,PS2,PS,0,1,1.0
R1153T,R1153T,PS2,PS,1,3,1.0
R1153T,R1153T,PS2,PS,2,5,1.0
R1153T,R1153T,PS2,PS,3,7,1.0
R1154D,R1154D,FR1,,0,0,2.0
R1154D,R1154D,FR1,,1,2,2.0
R1154D,R1154D,FR1,,2,3,2.0
R1154D,R1154D,FR3,,0,0,2.0
R1154D,R1154D,FR3,,1,1,2.0
R1154D,R1154D,FR3,,2,2,2.0
R1154D,R1154D,FR3,,3,3,2.0
R1154D,R1154D,FR3,,4,4,2.0
R1154D,R1154D,PS2.1,PS,0,0,2.0
R1154D,R1154D,PS2.1,PS21,1,,2.0
R1154D,R1154D,PS2.1,PS,2,2,2.0
R1154D,R1154D,PS2.1,PS,3,3,2.0
R1154D,R1154D,PS2.1,PS,4,4,2.0
R1154D,R1154D,TH1,,0,1,2.0
R1154D,R1154D,TH1,,1,2,2.0
R1154D,R1154D,TH1,,2,3,2.0
R1154D,R1154D,TH1,,3,4,2.0
R1155D,R1155D_2,PS2.1,PS21,0,0,2.0
R1155D,R1155D,TH1,,0,0,1.0
R1155D,R1155D,TH1,,1,1,1.0
R1155D,R1155D,TH1,,2,2,1.0
R1155D,R1155D_2,TH1,,4,0,2.0
R1156D,R1156D,TH1,,0,0,2.0
R1157C,R1157C,PS2,PS,0,1,1.0
R1157C,R1157C,TH1,,0,0,1.0
R1157C,R1157C,TH1,,1,1,1.0
R1157C,R1157C,TH1,,2,2,1.0
R1157C,R1157C,catFR1,,0,0,1.0
R1157C,R1157C,catFR1,,1,1,1.0
R1157C,R1157C,catFR1,,2,2,1.0
R1157C,R1157C,catFR2,,0,0,1.0
R1158T,R1158T,FR1,,0,0,2.0
R1158T,R1158T,FR1,,1,1,2.0
R1158T,R1158T,FR1,,2,3,2.0
R1158T,R1158T,PS2.1,PS,0,0,2.0
R1158T,R1158T,PS2.1,PS,1,1,2.0
R1158T,R1158T,PS2.1,PS,2,2,2.0
R1158T,R1158T,catFR1,,0,0,2.0
R1159P,R1159P,FR1,,0,0,2.0
R1160C,R1160C,TH1,,0,0,1.0
R1161E,R1161E,FR1,,0,0,2.0
R1161E,R1161E,FR1,,1,1,2.0
R1161E,R1161E,FR1,,2,2,2.0
R1161E,R1161E,FR3,,0,0,2.0
R1161E,R1161E,FR3,,1,1,2.0
R1161E,R1161E,PS2.1,PS,0,0,2.0
R1161E,R1161E,PS2.1,PS,1,1,2.0
R1162N,R1162N,PAL1,,0,0,1.0
R1162N,R1162N,PAL1,,1,1,1.0
R1162N,R1162N,PAL1,,2,2,1.0
R1162N,R1162N,PAL1,,3,3,1.0
R1162N,R1162N,PAL2,,0,0,1.0
R1162N,R1162N,PS1,PS,0,2,1.0
R1162N,R1162N,PS2,PS,0,1,1.0
R1162N,R1162N,PS3,PS,0,0,1.0
R1163T,R1163T,FR1,,0,0,2.0
R1163T,R1163T,FR1,,1,1,2.0
R1163T,R1163T,FR3,,0,0,2.0
R1163T,R1163T,FR3,,1,1,2.0
R1163T,R1163T,PS2.1,PS,0,0,2.0
R1163T,R1163T,PS2.1,PS,1,1,2.0
R1163T,R1163T,PS2.1,PS,2,2,2.0
R1163T,R1163T,PS2.1,PS,3,3,2.0
R1163T,R1163T,TH1,,0,0,2.0
R1163T,R1163T,TH1,,1,1,2.0
R1163T,R1163T,catFR1,,0,0,2.0
R1164E,R1164E,PS2.1,PS,0,0,2.0
R1166D,R1166D,FR3,,0,0,2.0
R1166D,R1166D,FR3,,1,1,2.0
R1166D,R1166D,PS2.1,PS,0,0,2.0
R1166D,R1166D,PS2.1,PS,1,1,2.0
R1167M,R1167M,FR1,,0,1,2.0
R1167M,R1167M,FR1,,1,2,2.0
R1167M,R1167M,TH1,,0,0,2.0
R1167M,R1167M,TH1,,1,3,2.0
R1167M,R1167M,catFR1,,0,0,2.0
R1168T,R1168T,PS2.1,PS,0,0,2.0
R1168T,R1168T,PS2.1,PS,1,1,2.0
R1168T,R1168T,PS2.1,PS,2,2,2.0
R1168T,R1168T,PS2.1,PS,3,3,2.0
R1168T,R1168T,TH1,,0,1,2.0
R1170J,R1170J_1,FR1,,0,0,2.0
R1170J,R1170J_1,FR1,,1,1,2.0
R1170J,R1170J_1,FR1,,2,2,2.0
R1170J,R1170J_1,FR3,,0,0,2.0
R1170J,R1170J_1,FR3,,1,1,2.0
R1170J,R1170J_1,PS2.1,PS,0,0,2.0
R1170J,R1170J_1,PS2.1,PS,1,1,2.0
R1170J,R1170J_1,PS2.1,PS,2,2,2.0
R1170J,R1170J_1,PS2.1,PS,3,3,2.0
R1170J,R1170J_1,PS2.1,PS,4,4,2.0
R1170J,R1170J,TH1,,0,0,1.0
R1170J,R1170J_2,TH1,,2,2,1.0
R1170J,R1170J_2,TH1,,3,3,1.0
R1170J,R1170J_2,TH1,,4,4,1.0
R1170J,R1170J_1,catFR1,,0,0,2.0
R1170J,R1170J_1,catFR1,,1,1,2.0
R1171M,R1171M,TH1,,0,0,2.0
R1171M,R1171M,TH1,,1,1,2.0
R1171M,R1171M,catFR1,CatFR1,0,,2.0
R1172E,R1172E,FR1,,0,0,2.0
R1172E,R1172E,FR1,,1,1,2.0
R1172E,R1172E,FR1,,2,3,2.0
R1172E,R1172E,TH1,,0,0,2.0
R1173J,R1173J,FR1,,0,0,2.0
R1173J,R1173J,FR1,,1,1,2.0
R1173J,R1173J,PS2.1,PS,0,0,2.0
R1174T,R1174T,FR1,,0,0,2.0
R1174T,R1174T,FR1,,1,1,2.0
R1174T,R1174T,PS2.1,PS,0,0,2.0
R1174T,R1174T,PS2.1,PS,1,1,2.0
R1174T,R1174T,catFR1,,0,0,2.0
R1175N,R1175N,PAL3,,0,0,1.0
R1175N,R1175N,PS2.1,PS21,0,,1.0
R1176M,R1176M,FR1,,0,0,1.0
R1176M,R1176M,FR2,,0,0,1.0
R1176M,R1176M,FR2,,1,1,1.0
R1176M,R1176M,FR2,,2,2,1.0
R1176M,R1176M,FR2,,3,3,1.0
R1176M,R1176M,PS2,PS,0,2,1.0
R1176M,R1176M,PS2,PS,1,3,1.0
R1176M,R1176M,PS2,PS,2,4,1.0
R1176M,R1176M,catFR1,,0,0,1.0
R1177M,R1177M,FR1,,0,0,1.0
R1177M,R1177M,FR1,,1,1,1.0
R1177M,R1177M,FR2,,0,0,1.0
R1177M,R1177M,FR2,,1,1,1.0
R1177M,R1177M,FR2,,2,2,1.0
R1177M,R1177M,FR2,,3,3,1.0
R1177M,R1177M,FR2,,4,4,1.0
R1177M,R1177M,FR2,,5,5,1.0
R1177M,R1177M,FR2,,6,6,1.0
R1177M,R1177M,PS2,PS,0,7,1.0
R1177M,R1177M,PS2,PS,1,8,1.0
R1177M,R1177M,PS2,PS,2,9,1.0
R1177M,R1177M,YC1,,0,0,1.0
R1180C,R1180C,PS2,PS,0,0,1.0
R1180C,R1180C,TH1,,0,1,1.0
R1180C,R1180C,TH1,,1,2,1.0
R1180C,R1180C,TH1,,2,4,1.0
R1180C,R1180C,catFR1,,0,0,1.0
R1180C,R1180C,catFR1,,1,1,1.0
R1180C,R1180C,catFR1,,2,2,1.0
R1180C,R1180C,catFR2,,0,0,1.0
R1182C,R1182C,TH1,,0,0,1.0
R1183T,R1183T,PS2.1,PS,0,0,2.0
R1184M,R1184M,FR1,,0,0,2.0
R1184M,R1184M,FR2,,0,0,1.0
R1184M,R1184M,FR2,,1,1,1.0
R1184M,R1184M,FR2,,2,2,1.0
R1184M,R1184M,FR2,,3,3,1.0
R1184M,R1184M,PS2.1,PS,0,0,2.0
R1184M,R1184M,PS2.1,PS,1,1,2.0
R1184M,R1184M,PS2.1,PS,2,2,2.0
R1184M,R1184M,PS2.1,PS,3,3,2.0
R1184M,R1184M,TH1,,0,0,2.0
R1184M,R1184M,catFR1,,0,0,2.0
R1185N,R1185N_1,FR1,,0,0,1.0
R1185N,R1185N,PAL1,,0,0,1.0
R1185N,R1185N,PAL1,,1,1,1.0
R1185N,R1185N_1,PAL1,,2,0,1.0
R1185N,R1185N_1,PAL2,,0,0,1.0
R1185N,R1185N,PS1,PS,0,1,1.0
R1185N,R1185N_1,PS2,PS,0,0,1.0
R1185N,R1185N,PS3,PS,0,2,1.0
R1186P,R1186P,FR1,,0,0,2.0
R1186P,R1186P,catFR1,,0,0,2.0
R1187P,R1187P,catFR1,,0,0,2.0
R1188C,R1188C,TH1,,0,0,1.0
R1188C,R1188C,catFR1,,0,0,1.0
R1189M,R1189M,FR1,,0,0,2.0
R1189M,R1189M,FR1,,1,1,2.0
R1189M,R1189M,FR1,,2,2,2.0
R1189M,R1189M,TH1,,0,1,2.0
R1189M,R1189M,catFR1,,0,0,2.0
R1190P,R1190P,TH1,,0,0,2.0
R1190P,R1190P,TH1,,1,1,2.0
R1190P,R1190P,TH1,,2,3,2.0
R1190P,R1190P,catFR1,,0,0,2.0
R1190P,R1190P,catFR1,,1,1,2.0
R1191J,R1191J,FR1,,0,0,2.0
R1191J,R1191J,FR1,,1,1,2.0
R1191J,R1191J,FR1,,2,2,2.0
R1191J,R1191J,TH1,,0,6,2.0
R1191J,R1191J_1,catFR1,,1,0,2.0
R1192C,R1192C,TH1,,0,1,1.0
R1192C,R1192C,TH1,,1,3,1.0
R1192C,R1192C,catFR1,,0,0,1.0
R1192C,R1192C,catFR1,,1,1,1.0
R1192C,R1192C,catFR1,,2,2,1.0
R1192C,R1192C,catFR2,,0,0,1.0
R1192C,R1192C,catFR2,,1,1,1.0
R1193T,R1193T,FR1,,0,0,2.0
R1193T,R1193T,FR1,,1,1,2.0
R1193T,R1193T,FR1,,2,3,2.0
R1194E,R1194E,TH1,,0,2,2.0
R1195E,R1195E,FR3,,1,1,2.0
R1195E,R1195E,FR3,,2,2,2.0
R1195E,R1195E,PS2.1,PS,0,0,2.0
R1195E,R1195E,PS2.1,PS,1,1,2.0
R1195E,R1195E,PS2.1,PS,10,10,2.0
R1195E,R1195E,PS2.1,PS,11,11,2.0
R1195E,R1195E,PS2.1,PS,12,12,2.0
R1195E,R1195E,PS2.1,PS,2,2,2.0
R1195E,R1195E,PS2.1,PS,3,3,2.0
R1195E,R1195E,PS2.1,PS,4,4,2.0
R1195E,R1195E,PS2.1,PS,5,5,2.0
R1195E,R1195E,PS2.1,PS,6,6,2.0
R1195E,R1195E,PS2.1,PS,7,7,2.0
R1195E,R1195E,PS2.1,PS,8,8,2.0
R1195E,R1195E,PS2.1,PS,9,9,2.0
R1195E,R1195E,TH1,,0,0,2.0
R1195E,R1195E,TH1,,1,1,2.0
R1195E,R1195E,TH1,,2,4,2.0
R1195E,R1195E,TH1,,3,5,2.0
R1195E,R1195E,TH1,,4,6,2.0
R1196N,R1196N,PAL1,,0,2,1.0
R1196N,R1196N,PAL1,,1,3,1.0
R1196N,R1196N,PAL1,,2,4,2.0
R1196N,R1196N,PAL1,,3,5,2.0
R1196N,R1196N,PAL3,,0,0,2.0
R1196N,R1196N,PS2.1,PS21,0,,2.0
R1196N,R1196N,PS2.1,PS21,1,,2.0
R1200T,R1200T,FR3,,0,0,2.0
R1200T,R1200T,PS2.1,PS,0,0,2.0
R1200T,R1200T,PS2.1,PS,1,1,2.0
R1201P,R1201P_1,PS2.1,PS21,0,0,2.0
R1201P,R1201P_1,PS2.1,PS21,1,1,2.0
R1201P,R1201P_1,PS2.1,PS21,2,2,2.0
R1202M,R1202M,FR1,,0,0,2.0
R1202M,R1202M,FR1,,1,1,2.0
R1202M,R1202M,FR3,,0,0,2.0
R1202M,R1202M,FR3,,1,1,2.0
R1202M,R1202M,PAL1,,0,0,2.0
R1202M,R1202M,PS2.1,PS,0,0,2.0
R1202M,R1202M,PS2.1,PS,1,1,2.0
R1202M,R1202M,PS2.1,PS,2,2,2.0
R1202M,R1202M,PS2.1,PS,3,3,2.0
R1202M,R1202M,PS2.1,PS,4,4,2.0
R1202M,R1202M,PS2.1,PS,5,5,2.0
R1202M,R1202M,PS2.1,PS,6,6,2.0
R1202M,R1202M,PS2.1,PS,7,7,2.0
R1202M,R1202M,PS2.1,PS,8,8,2.0
R1202M,R1202M,PS2.1,PS,9,9,2.0
R1202M,R1202M,TH1,,0,0,2.0
R1202M,R1202M,catFR1,,0,0,2.0
R1202M,R1202M,catFR1,,1,1,2.0
R1203T,R1203T,FR1,,0,0,2.0
R1203T,R1203T,PS2.1,PS,0,0,2.0
R1203T,R1203T,PS2.1,PS,1,1,2.0
R1203T,R1203T,PS2.1,PS,2,2,2.0
R1203T,R1203T,PS2.1,PS,3,3,2.0
R1203T,R1203T,PS2.1,PS,4,4,2.0
R1204T,R1204T,FR1,,0,0,2.0
R1204T,R1204T,FR1,,1,1,2.0
R1204T,R1204T,FR3,,0,0,2.0
R1204T,R1204T,PS2.1,PS,0,0,2.0
R1204T,R1204T,PS2.1,PS,1,1,2.0
R1204T,R1204T,PS2.1,PS,2,2,2.0
R1204T,R1204T,PS2.1,PS,3,3,2.0
R1204T,R1204T,PS2.1,PS,4,4,2.0
R1204T,R1204T,PS2.1,PS,5,5,2.0
R1204T,R1204T,PS2.1,PS,6,6,2.0
R1204T,R1204T,TH1,,0,0,2.0
R1204T,R1204T,TH1,,1,2,2.0
R1204T,R1204T,TH1,,2,3,2.0
R1204T,R1204T,catFR1,,0,0,2.0
R1207J,R1207J,FR1,,0,0,2.0
R1207J,R1207J,FR1,,1,1,2.0
R1207J,R1207J,TH1,,0,5,2.0
R1208C,R1208C,TH1,,0,0,2.0
R1208C,R1208C,TH1,,1,1,2.0
R1208C,R1208C,TH1,,2,2,2.0
R1208C,R1208C,TH1,,3,3,2.0
R1208C,R1208C,TH1,,4,4,2.0
R1208C,R1208C,TH3,,0,1,2.0
R1210E,R1210E,TH1,,0,0,2.0
R1212P,R1212P,PAL1,,0,0,1.0
R1212P,R1212P,PAL1,,1,1,1.0
R1212P,R1212P,PAL1,,2,2,1.0
R1212P,R1212P,PAL1,,3,3,1.0
R1212P,R1212P,TH1,,0,0,1.0
R1212P,R1212P,TH1,,2,3,1.0
R1212P,R1212P,TH1,,3,4,1.0
R1212P,R1212P,TH1,,4,,1.0
R1215M,R1215M,FR1,,0,0,2.0
R1215M,R1215M,FR1,,1,1,2.0
R1215M,R1215M,FR1,,2,2,2.0
R1215M,R1215M,PAL1,,0,0,2.0
R1215M,R1215M,TH1,,0,0,2.0
R1215M,R1215M,TH1,,1,3,2.0
R1215M,R1215M,TH1,,2,4,2.0
R1215M,R1215M,catFR1,,0,0,2.0
R1216E,R1216E_1,FR1,,0,0,2.0
R1216E,R1216E_1,FR1,,1,1,2.0
R1216E,R1216E_1,FR1,,2,10,2.0
R1216E,R1216E_1,PS2.1,PS,0,0,2.0
R1217T,R1217T,FR3,,0,0,2.0
R1217T,R1217T,PS2.1,PS,0,0,2.0
R1217T,R1217T,PS2.1,PS,1,1,2.0
R1217T,R1217T,PS2.1,PS,2,2,2.0
R1217T,R1217T,catFR1,,0,0,2.0
R1219C,R1219C,TH1,,0,0,2.0
R1219C,R1219C,TH1,,1,1,2.0
R1219C,R1219C,TH1,,2,,1.0
R1221P,R1221P,catFR1,CatFR1,0,,1.0
R1221P,R1221P,catFR1,CatFR1,1,,1.0
R1221P,R1221P,catFR1,CatFR1,2,,1.0
R1222M,R1222M,FR1,,0,0,2.0
R1222M,R1222M,FR1,,1,1,2.0
R1222M,R1222M,FR1,,2,2,2.0
R1222M,R1222M,PS2.1,PS,0,0,2.0
R1222M,R1222M,PS2.1,PS,1,1,2.0
R1222M,R1222M,PS2.1,PS,2,2,2.0
R1222M,R1222M,PS2.1,PS,3,3,2.0
R1222M,R1222M,TH1,,0,0,2.0
R1222M,R1222M,TH1,,1,2,2.0
R1222M,R1222M,catFR1,,0,0,2.0
R1223E,R1223E,FR1,,0,0,2.0
R1223E,R1223E,FR1,,1,1,2.0
R1223E,R1223E,FR1,,2,2,2.0
R1223E,R1223E,FR3,,0,1,2.0
R1223E,R1223E,FR3,,1,2,2.0
R1223E,R1223E,PAL1,,0,0,2.0
R1223E,R1223E,PS2.1,PS,0,0,2.0
R1223E,R1223E,PS2.1,PS,1,1,2.0
R1223E,R1223E,PS2.1,PS,2,3,2.0
R1226D,R1226D,catFR3,,0,0,2.0
R1227T,R1227T,TH1,,0,1,2.0
R1227T,R1227T,TH1,,1,2,2.0
R1227T,R1227T,catFR1,,0,0,2.0
R1228M,R1228M,PAL1,,0,0,2.0
R1228M,R1228M,catFR1,,0,0,2.0
R1229M,R1229M,catFR1,,0,1,2.0
R1230J,R1230J,FR1,,2,,2.0
R1230J,R1230J,FR1,,5,,2.0
R1230J,R1230J,FR3,,0,0,2.0
R1230J,R1230J,FR3,,1,,2.0
R1230J,R1230J,PAL1,,0,0,2.0
R1230J,R1230J,PAL1,,1,1,2.0
R1230J,R1230J,PS2.1,PS21,0,0,2.0
R1230J,R1230J,PS2.1,PS,1,1,2.0
R1230J,R1230J,PS2.1,PS,2,2,2.0
R1230J,R1230J,PS2.1,PS,3,3,2.0
R1230J,R1230J,PS2.1,PS,4,5,2.0
R1230J,R1230J,PS2.1,PS,5,7,2.0
R1230J,R1230J,PS2.1,PS,6,8,2.0
R1230J,R1230J,PS2.1,PS,7,9,2.0
R1230J,R1230J,PS2.1,PS,8,10,2.0
R1230J,R1230J,catFR1,,0,0,2.0
R1231M,R1231M,FR1,,0,,2.0
R1231M,R1231M,FR1,,1,,2.0
R1231M,R1231M,catFR1,CatFR1,0,,2.0
R1232N,R1232N,PAL1,,0,0,2.0
R1232N,R1232N,PAL1,,1,1,2.0
R1232N,R1232N,PAL1,,2,2,2.0
R1232N,R1232N,PAL3,,0,0,2.0
R1232N,R1232N,PS2.1,PS,0,0,2.0
R1232N,R1232N,PS2.1,PS,1,1,2.0
R1232N,R1232N,PS2.1,PS,2,2,2.0
R1233E,R1233E,TH1,,0,2,2.0
R1233E,R1233E,TH1,,1,3,2.0
R1233E,R1233E,TH1,,2,5,2.0
R1234D,R1234D,FR1,,0,0,2.0
R1234D,R1234D,FR1,,1,1,2.0
R1234D,R1234D,TH1,,0,0,2.0
R1234D,R1234D,TH1,,1,1,2.0
